,timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
0,1596891600,Aug 08 2020 - 1:00pm,complete,4000.0,Khimki,CSKA Moskva,Vladislav Bezborodov,0.0,0.0,0.8,2.17,0,2,2,2,0,2,,"18,45",2,4,0,0,0,0,0,0,0,0,19,16,5,6,14,10,6,12,45,55,1.85,1.9,0.0,0,0,0,0,0,0,0,0.0,0.0,4.6,3.5,1.75,1.33,1.95,3.3,6.25,1.9,1.8,Arena Khimki (Khimki)
1,1596900600,Aug 08 2020 - 3:30pm,complete,,Tambov,Rostov,Stanislav Vasilyev,0.0,0.0,1.17,1.67,0,1,1,1,0,1,,21,1,4,2,0,3,0,1,1,2,1,12,8,2,6,10,2,14,14,43,57,1.13,1.33,0.0,0,0,0,0,0,0,0,0.0,0.0,3.85,3.2,2.05,1.35,2.05,3.6,6.5,1.87,1.83,Mordovia Arena (Saransk)
2,1596981600,Aug 09 2020 - 2:00pm,complete,,Ufa,Krasnodar,Sergey Karasev,0.0,0.0,0.5,1.17,0,3,3,0,0,0,,"53,63,65",5,7,2,0,2,0,1,1,1,1,6,22,3,10,3,12,9,17,27,73,0.8,2.65,0.0,0,0,0,0,0,0,0,0.0,0.0,4.1,3.15,2.0,1.48,2.45,4.6,8.5,2.2,1.6,Stadion Neftyanik (Ufa)
3,1596988800,Aug 09 2020 - 4:00pm,complete,,Arsenal Tula,Akhmat Grozny,Kirill Levnikov,0.0,0.0,1.57,1.14,0,0,0,0,0,0,,,4,5,3,0,2,0,1,2,1,1,7,12,2,3,5,9,10,14,53,47,1.01,1.26,0.0,0,0,0,0,0,0,0,0.0,0.0,2.5,3.05,2.95,1.42,2.3,4.4,8.75,1.95,1.77,Stadion Arsenal (Tula)
4,1596992400,Aug 09 2020 - 5:00pm,complete,,Spartak Moskva,FK Sochi,Vasiliy Kazartsev,0.0,0.0,2.2,1.43,2,2,4,3,2,1,"8,10","15,90",2,5,6,0,3,0,1,5,1,2,16,16,7,5,9,11,13,5,53,47,1.71,1.68,0.0,0,0,0,0,0,0,0,0.0,0.0,1.61,3.9,5.4,1.36,2.1,3.9,7.5,2.05,1.69,Otkrytiye Arena (Moskva)
5,1597068000,Aug 10 2020 - 2:00pm,complete,,Ural,Dinamo Moskva,Vitaly Meshkov,0.0,0.0,1.29,0.8,0,2,2,1,0,1,,"38,59",4,8,3,0,3,0,1,2,0,3,17,17,3,8,14,9,14,10,57,43,1.62,2.06,0.0,0,0,0,0,0,0,0,0.0,0.0,3.55,3.25,2.05,1.4,2.35,4.33,10.0,2.0,1.75,Ekaterinburg Arena (Ekaterinburg)
6,1597158000,Aug 11 2020 - 3:00pm,complete,,Rotor Volgograd,Zenit,Aleksey Matyunin,0.0,0.0,0.0,1.5,0,2,2,1,0,1,,"21,79",3,4,1,0,1,0,0,1,1,0,13,16,7,6,6,10,8,6,37,63,1.54,1.89,0.0,0,0,0,0,0,0,0,0.0,0.0,8.75,5.15,1.32,1.24,1.77,2.95,5.55,2.15,1.62,Volgograd Arena (Volgograd)
7,1597165200,Aug 11 2020 - 5:00pm,complete,,Rubin Kazan,Lokomotiv Moskva,Sergey Ivanov,0.0,0.0,1.0,1.6,0,2,2,2,0,2,,"2,26",7,4,3,1,5,0,0,4,0,5,13,8,4,5,9,3,13,16,37,63,1.62,1.37,0.0,0,0,0,0,0,0,0,0.0,0.0,3.1,3.0,2.45,1.48,2.45,4.8,9.75,2.05,1.69,Kazan' Arena (Kazan')
8,1597417200,Aug 14 2020 - 3:00pm,complete,3000.0,Arsenal Tula,Ufa,Sergey Lapochkin,1.0,0.0,1.57,0.5,2,3,5,2,1,1,"26,72","45'1,54,63",6,1,6,2,2,0,1,7,1,1,19,6,8,5,11,1,12,10,65,35,2.32,0.92,0.0,0,0,0,0,0,0,0,4.0,3.0,2.35,2.9,3.4,1.65,3.05,6.3,13.0,2.4,1.51,Stadion Arsenal (Tula)
9,1597420800,Aug 14 2020 - 4:00pm,complete,,FK Sochi,Khimki,Sergey Karasev,0.0,0.0,1.8,0.71,1,1,2,1,0,1,63,24,6,5,2,0,3,0,2,0,0,3,16,14,6,6,10,8,15,16,53,47,1.82,1.55,0.0,0,0,0,0,0,0,0,0.0,0.0,1.95,3.3,3.95,1.41,2.25,4.3,8.5,2.0,1.74,Olimpiyskiy Stadion Fisht (Sochi)
